name,company,street,postcode,city,country,capacity,energy_source,technology,additional_info,type,chp,commissioned,comment,source,eic_code,lat,lon,energy_source_level_1,energy_source_level_2,energy_source_level_3
GRANADA 2,"IBERDROLA RENOVABLES, S.A.",,,Luzaide/Valcarlos,ES,,Hydro,,,,,1905.0,,SEDE,,,,Renewable energy,Hydro,
GUIJO DE GRANADILLA 1,"IBERDROLA GENERACION, S.A.",,,Guijo de Granadilla,ES,26.38,Hydro,,,,,1982.0,,SEDE,,40.180133,-6.142519,Renewable energy,Hydro,
GUIJO DE GRANADILLA 2,"IBERDROLA GENERACION, S.A.",,,Guijo de Granadilla,ES,25.83,Hydro,,,,,1982.0,,SEDE,,40.180133,-6.142519,Renewable energy,Hydro,
GUISTOLAS,"IBERDROLA GENERACION, S.A.",,,Pobra de Trives (A),ES,,Hydro,,,,,1955.0,,SEDE,,,,Renewable energy,Hydro,
GURIEZO INFERIOR 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Guriezo,ES,1.18,Hydro,,,,,1924.0,,SEDE,,,,Renewable energy,Hydro,
GURIEZO INFERIOR 2,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Guriezo,ES,1.15,Hydro,,,,,1924.0,,SEDE,,,,Renewable energy,Hydro,
GURIEZO SUPERIOR 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Guriezo,ES,1.16,Hydro,,,,,1924.0,,SEDE,,,,Renewable energy,Hydro,
ALDEADAVILA I 5,"IBERDROLA GENERACION, S.A.",,,Aldeadavila de la Ribera,ES,131.86,Hydro,,,,,1963.0,,SEDE,,41.209335,-6.686566,Renewable energy,Hydro,
ALDEADAVILA I 6,"IBERDROLA GENERACION, S.A.",,,Aldeadavila de la Ribera,ES,134.3,Hydro,,,,,1963.0,,SEDE,,41.209335,-6.686566,Renewable energy,Hydro,
ALDEADAVILA II 1,"IBERDROLA GENERACION, S.A.",,,Aldeadavila de la Ribera,ES,216.29,Hydro,,,,,1986.0,,SEDE,,41.209335,-6.686566,Renewable energy,Hydro,
ALDEADAVILA II 2,"IBERDROLA GENERACION, S.A.",,,Aldeadavila de la Ribera,ES,212.2,Hydro,,,,,1986.0,,SEDE,,41.209335,-6.686566,Renewable energy,Hydro,
ALLOZ 1,"IBERDROLA RENOVABLES, S.A.",,,Valle de Yerri/Deierri,ES,,Hydro,,,,,1930.0,,SEDE,,,,Renewable energy,Hydro,
ALLOZ 2,"IBERDROLA RENOVABLES, S.A.",,,Valle de Yerri/Deierri,ES,,Hydro,,,,,1930.0,,SEDE,,,,Renewable energy,Hydro,
ALMADENES 1,"IBERDROLA GENERACION, S.A.",,,Cieza,ES,2.63,Hydro,,,,,1923.0,,SEDE,,,,Renewable energy,Hydro,
ALMADENES 2,"IBERDROLA GENERACION, S.A.",,,Cieza,ES,2.66,Hydro,,,,,1923.0,,SEDE,,,,Renewable energy,Hydro,
ALMADENES 3,"IBERDROLA GENERACION, S.A.",,,Cieza,ES,2.61,Hydro,,,,,1923.0,,SEDE,,,,Renewable energy,Hydro,
ALMADENES 4,"IBERDROLA GENERACION, S.A.",,,Cieza,ES,4.96,Hydro,,,,,1956.0,,SEDE,,,,Renewable energy,Hydro,
AMBASAGUAS 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Santa Colomba de Curueno,ES,0.42,Hydro,,,,,1907.0,,SEDE,,,,Renewable energy,Hydro,
AMBASAGUAS 2,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Santa Colomba de Curueno,ES,0.42,Hydro,,,,,1907.0,,SEDE,,,,Renewable energy,Hydro,
AMBASAGUAS 3,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Santa Colomba de Curueno,ES,0.93,Hydro,,,,,1937.0,,SEDE,,,,Renewable energy,Hydro,
ANGUIANO 1,"IBERDROLA RENOVABLES, S.A.",,,Anguiano,ES,1.25,Hydro,,,,,1921.0,,SEDE,,,,Renewable energy,Hydro,
ANGUIANO 2,"IBERDROLA RENOVABLES, S.A.",,,Anguiano,ES,1.38,Hydro,,,,,1921.0,,SEDE,,,,Renewable energy,Hydro,
ANGUIANO 3,"IBERDROLA RENOVABLES, S.A.",,,Anguiano,ES,1.28,Hydro,,,,,1921.0,,SEDE,,,,Renewable energy,Hydro,
ANTONANA 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Campezo/Kanpezu,ES,0.2,Hydro,,,,,1964.0,,SEDE,,,,Renewable energy,Hydro,
ANTONANA 2,"BARBO ENERGIAS RENOVABLES, S.A.",,,Campezo/Kanpezu,ES,0.19,Hydro,,,,,1964.0,,SEDE,,,,Renewable energy,Hydro,
ARCHENA,"BARBO ENERGIAS RENOVABLES, S.A.",,,Archena,ES,,Hydro,,,,,1948.0,,SEDE,,,,Renewable energy,Hydro,
ARENZANA 1,"IBERDROLA GENERACION, S.A.",,,Arenzana de Abajo,ES,,Hydro,,,,,1904.0,,SEDE,,,,Renewable energy,Hydro,
ARENZANA 2,"IBERDROLA GENERACION, S.A.",,,Arenzana de Abajo,ES,,Hydro,,,,,1904.0,,SEDE,,,,Renewable energy,Hydro,
ARIZMENDI,"BARBO ENERGIAS RENOVABLES, S.A.",,,Markina-Xemein,ES,,Hydro,,,,,1964.0,,SEDE,,,,Renewable energy,Hydro,
ARRAMBIDE 1,"IBERDROLA RENOVABLES, S.A.",,,Arano,ES,,Hydro,,,,,1901.0,,SEDE,,,,Renewable energy,Hydro,
ARRAMBIDE 2,"IBERDROLA RENOVABLES, S.A.",,,Arano,ES,,Hydro,,,,,1900.0,,SEDE,,,,Renewable energy,Hydro,
ARRAMBIDE 3,"IBERDROLA RENOVABLES, S.A.",,,Arano,ES,,Hydro,,,,,1900.0,,SEDE,,,,Renewable energy,Hydro,
ARROLLANDIETA,"BARBO ENERGIAS RENOVABLES, S.A.",,,Aoiz/Agoitz,ES,,Hydro,,,,,1988.0,,SEDE,,,,Renewable energy,Hydro,
ARTESIAGA 1,"IBERDROLA RENOVABLES, S.A.",,,Aoiz/Agoitz,ES,0.4,Hydro,,,,,1952.0,,SEDE,,,,Renewable energy,Hydro,
ARTESIAGA 2,"IBERDROLA RENOVABLES, S.A.",,,Aoiz/Agoitz,ES,,Hydro,,,,,1952.0,,SEDE,,,,Renewable energy,Hydro,
AZUTAN 1,"IBERDROLA GENERACION, S.A.",,,Alcolea de Tajo,ES,67.45,Hydro,,,,,1969.0,,SEDE,,39.778883,-5.087189,Renewable energy,Hydro,
AZUTAN 2,"IBERDROLA GENERACION, S.A.",,,Alcolea de Tajo,ES,65.55,Hydro,,,,,1970.0,,SEDE,,39.778883,-5.087189,Renewable energy,Hydro,
AZUTAN 3,"IBERDROLA GENERACION, S.A.",,,Alcolea de Tajo,ES,65.01,Hydro,,,,,1970.0,,SEDE,,39.778883,-5.087189,Renewable energy,Hydro,
BARAZAR 1,"IBERDROLA GENERACION, S.A.",,,Zeanuri,ES,41.35,Hydro,,,,,1957.0,,SEDE,,43.089187,-2.74795,Renewable energy,Hydro,
BARAZAR 2,"IBERDROLA GENERACION, S.A.",,,Zeanuri,ES,41.35,Hydro,,,,,1957.0,,SEDE,,43.089187,-2.74795,Renewable energy,Hydro,
BARAZAR 3,"IBERDROLA GENERACION, S.A.",,,Zeanuri,ES,,Hydro,,,,,1957.0,,SEDE,,43.089187,-2.74795,Renewable energy,Hydro,
BATAN 1,"IBERDROLA GENERACION, S.A.",,,Plasencia,ES,,Hydro,,,,,1985.0,,SEDE,,,,Renewable energy,Hydro,
BATANEJO,"IBERDROLA GENERACION, S.A.",,,Enguidanos,ES,,Hydro,,,,,1926.0,,SEDE,,,,Renewable energy,Hydro,
BENAGEBER 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Benageber,ES,4.32,Hydro,,,,,1996.0,,SEDE,,,,Renewable energy,Hydro,
BENAGEBER 2,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Benageber,ES,14.91,Hydro,,,,,1996.0,,SEDE,,,,Renewable energy,Hydro,
BERGANZO 1,"IBERDROLA GENERACION, S.A.",,,Zambrana,ES,,Hydro,,,,,1900.0,,SEDE,,,,Renewable energy,Hydro,
BERGANZO 2,"IBERDROLA GENERACION, S.A.",,,Zambrana,ES,,Hydro,,,,,1900.0,,SEDE,,,,Renewable energy,Hydro,
BERGANZO 3,"IBERDROLA GENERACION, S.A.",,,Zambrana,ES,,Hydro,,,,,1900.0,,SEDE,,,,Renewable energy,Hydro,
BERROCALILLO 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Plasencia,ES,,Hydro,,,,,1928.0,,SEDE,,,,Renewable energy,Hydro,
BERROCALILLO 2,"BARBO ENERGIAS RENOVABLES, S.A.",,,Plasencia,ES,,Hydro,,,,,1928.0,,SEDE,,,,Renewable energy,Hydro,
BOLINCHES,"BARBO ENERGIAS RENOVABLES, S.A.",,,Mahora,ES,,Hydro,,,,,1902.0,,SEDE,,,,Renewable energy,Hydro,
BORBOLLON,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Santibanez el Alto,ES,,Hydro,,,,,1963.0,,SEDE,,,,Renewable energy,Hydro,
BUGARRA 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Bugarra,ES,0.29,Hydro,,,,,1913.0,,SEDE,,,,Renewable energy,Hydro,
BUGARRA 2,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Bugarra,ES,,Hydro,,,,,1913.0,,SEDE,,,,Renewable energy,Hydro,
CABRIANA 1,"IBERDROLA GENERACION, S.A.",,,Miranda de Ebro,ES,,Hydro,,,,,1922.0,,SEDE,,,,Renewable energy,Hydro,
CABRIANA 2,"IBERDROLA GENERACION, S.A.",,,Miranda de Ebro,ES,,Hydro,,,,,1922.0,,SEDE,,,,Renewable energy,Hydro,
CABRIANA 3,"IBERDROLA GENERACION, S.A.",,,Miranda de Ebro,ES,,Hydro,,,,,1956.0,,SEDE,,,,Renewable energy,Hydro,
CABRIANA 4,"IBERDROLA GENERACION, S.A.",,,Miranda de Ebro,ES,,Hydro,,,,,1956.0,,SEDE,,,,Renewable energy,Hydro,
CANAVEROSA 1,"IBERDROLA GENERACION, S.A.",,,Calasparra,ES,1.17,Hydro,,,,,1927.0,,SEDE,,,,Renewable energy,Hydro,
CANAVEROSA 2,"IBERDROLA GENERACION, S.A.",,,Calasparra,ES,1.23,Hydro,,,,,1927.0,,SEDE,,,,Renewable energy,Hydro,
CANAVEROSA 3,"IBERDROLA GENERACION, S.A.",,,Calasparra,ES,1.13,Hydro,,,,,1954.0,,SEDE,,,,Renewable energy,Hydro,
CASEDA 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Caseda,ES,,Hydro,,,,,1927.0,,SEDE,,,,Renewable energy,Hydro,
CASEDA 2,"BARBO ENERGIAS RENOVABLES, S.A.",,,Caseda,ES,,Hydro,,,,,1927.0,,SEDE,,,,Renewable energy,Hydro,
CASTRO I 1,"IBERDROLA GENERACION, S.A.",,,Fonfria,ES,41.53,Hydro,,,,,1952.0,,SEDE,,41.574809,-6.187723,Renewable energy,Hydro,
CASTRO I 2,"IBERDROLA GENERACION, S.A.",,,Fonfria,ES,41.59,Hydro,,,,,1952.0,,SEDE,,41.574809,-6.187723,Renewable energy,Hydro,
CASTRO II,"IBERDROLA GENERACION, S.A.",,,Fonfria,ES,112.17,Hydro,,,,,1977.0,,SEDE,,41.574809,-6.187723,Renewable energy,Hydro,
CEDILLO 1,"IBERDROLA GENERACION, S.A.",,,Cedillo,ES,121.34,Hydro,,,,,1976.0,,SEDE,,39.66351,-7.540115,Renewable energy,Hydro,
CEDILLO 2,"IBERDROLA GENERACION, S.A.",,,Cedillo,ES,120.67,Hydro,,,,,1976.0,,SEDE,,39.66351,-7.540115,Renewable energy,Hydro,
CEDILLO 3,"IBERDROLA GENERACION, S.A.",,,Cedillo,ES,127.49,Hydro,,,,,1976.0,,SEDE,,39.66351,-7.540115,Renewable energy,Hydro,
CEDILLO 4,"IBERDROLA GENERACION, S.A.",,,Cedillo,ES,125.68,Hydro,,,,,1977.0,,SEDE,,39.66351,-7.540115,Renewable energy,Hydro,
CERNADILLA,"IBERDROLA GENERACION, S.A.",,,Cernadilla,ES,33.32,Hydro,,,,,1969.0,,SEDE,,42.019332,-6.458704,Renewable energy,Hydro,
HIDRO 1,"IBERDROLA GENERACION, S.A.",,,Onda,ES,,Hydro,,,,,1916.0,,SEDE,,,,Renewable energy,Hydro,
HIDRO 2,"IBERDROLA GENERACION, S.A.",,,Onda,ES,,Hydro,,,,,1918.0,,SEDE,,,,Renewable energy,Hydro,
HIJAR 1,"IBERDROLA RENOVABLES, S.A.",,,Lietor,ES,,Hydro,,,,,1955.0,,SEDE,,,,Renewable energy,Hydro,
HIJAR 2,"IBERDROLA RENOVABLES, S.A.",,,Lietor,ES,,Hydro,,,,,1956.0,,SEDE,,,,Renewable energy,Hydro,
"JOSE M ORIOL, GRUPO 1","IBERDROLA GENERACION, S.A.",,,Alcantara,ES,237.0,Hydro,,,,,1969.0,,SEDE,,39.728815,-6.882479,Renewable energy,Hydro,
"JOSE M ORIOL, GRUPO 2","IBERDROLA GENERACION, S.A.",,,Alcantara,ES,239.04,Hydro,,,,,1970.0,,SEDE,,39.728815,-6.882479,Renewable energy,Hydro,
"JOSE M ORIOL, GRUPO 3","IBERDROLA GENERACION, S.A.",,,Alcantara,ES,239.39,Hydro,,,,,1970.0,,SEDE,,39.728815,-6.882479,Renewable energy,Hydro,
"JOSE M ORIOL, GRUPO 4","IBERDROLA GENERACION, S.A.",,,Alcantara,ES,237.89,Hydro,,,,,1970.0,,SEDE,,39.728815,-6.882479,Renewable energy,Hydro,
LA GOSALVEZ,"BARBO ENERGIAS RENOVABLES, S.A.",,,Casas de Benitez,ES,,Hydro,,,,,1984.0,,SEDE,,,,Renewable energy,Hydro,
LA GOTERA,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Pola de Gordon (La),ES,0.5,Hydro,,,,,1946.0,,SEDE,,,,Renewable energy,Hydro,
LA LOSA 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Casas de Benitez,ES,,Hydro,,,,,1910.0,,SEDE,,,,Renewable energy,Hydro,
LA LOSA 2,"BARBO ENERGIAS RENOVABLES, S.A.",,,Casas de Benitez,ES,,Hydro,,,,,1910.0,,SEDE,,,,Renewable energy,Hydro,
LA LOSA 3,"BARBO ENERGIAS RENOVABLES, S.A.",,,Casas de Benitez,ES,,Hydro,,,,,1952.0,,SEDE,,,,Renewable energy,Hydro,
LA MANCHEGA,"BARBO ENERGIAS RENOVABLES, S.A.",,,Fuensanta,ES,,Hydro,,,,,1984.0,,SEDE,,,,Renewable energy,Hydro,
LA MARMOTA 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Gineta (La),ES,,Hydro,,,,,1922.0,,SEDE,,,,Renewable energy,Hydro,
LA MARMOTA 2,"BARBO ENERGIAS RENOVABLES, S.A.",,,Gineta (La),ES,,Hydro,,,,,1959.0,,SEDE,,,,Renewable energy,Hydro,
LA MILAGROSA 3,"IBERDROLA RENOVABLES, S.A.",,,Talavera de la Reina,ES,,Hydro,,,,,1958.0,,SEDE,,,,Renewable energy,Hydro,
LA MUELA CORTES 1,"IBERDROLA GENERACION, S.A.",,,Cortes de Pallas,ES,211.5,Hydro,,,,,1989.0,,SEDE,,39.243581,-0.931709,Renewable energy,Hydro,
LA MUELA CORTES 2,"IBERDROLA GENERACION, S.A.",,,Cortes de Pallas,ES,211.45,Hydro,,,,,1989.0,,SEDE,,39.243581,-0.931709,Renewable energy,Hydro,
LA MUELA CORTES 3,"IBERDROLA GENERACION, S.A.",,,Cortes de Pallas,ES,211.05,Hydro,,,,,1989.0,,SEDE,,39.243581,-0.931709,Renewable energy,Hydro,
LA PEA 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Pedralba,ES,,Hydro,,,,,1902.0,,SEDE,,,,Renewable energy,Hydro,
LA PEA 2,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Pedralba,ES,,Hydro,,,,,1902.0,,SEDE,,,,Renewable energy,Hydro,
LA PEA 4,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Pedralba,ES,,Hydro,,,,,1904.0,,SEDE,,,,Renewable energy,Hydro,
LA RECUEJA 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Alcala del Jucar,ES,,Hydro,,,,,1921.0,,SEDE,,,,Renewable energy,Hydro,
LA RECUEJA 2,"BARBO ENERGIAS RENOVABLES, S.A.",,,Alcala del Jucar,ES,,Hydro,,,,,1921.0,,SEDE,,,,Renewable energy,Hydro,
LA RETORNA 1,"IBERDROLA RENOVABLES, S.A.",,,Brieva de Cameros,ES,,Hydro,,,,,1947.0,,SEDE,,,,Renewable energy,Hydro,
LA RETORNA 2,"IBERDROLA RENOVABLES, S.A.",,,Brieva de Cameros,ES,,Hydro,,,,,1947.0,,SEDE,,,,Renewable energy,Hydro,
LAS CUEVAS 1,"IBERDROLA RENOVABLES, S.A.",,,Anguiano,ES,,Hydro,,,,,1953.0,,SEDE,,,,Renewable energy,Hydro,
LAS CUEVAS 2,"IBERDROLA RENOVABLES, S.A.",,,Anguiano,ES,,Hydro,,,,,1953.0,,SEDE,,,,Renewable energy,Hydro,
LAS NORIAS 1,"IBERDROLA RENOVABLES, S.A.",,,Logrono,ES,0.9,Hydro,,,,,1960.0,,SEDE,,,,Renewable energy,Hydro,
LAS NORIAS 2,"IBERDROLA RENOVABLES, S.A.",,,Logrono,ES,1.01,Hydro,,,,,1960.0,,SEDE,,,,Renewable energy,Hydro,
LAS PORTAS 1,"IBERDROLA GENERACION, S.A.",,,Vilarino de Conso,ES,0.38,Hydro,,,,,1986.0,,SEDE,,,,Renewable energy,Hydro,
LEIZA 1,"IBERDROLA RENOVABLES, S.A.",,,Leitza,ES,0.57,Hydro,,,,,1925.0,,SEDE,,,,Renewable energy,Hydro,
LEIZA 2,"IBERDROLA RENOVABLES, S.A.",,,Leitza,ES,,Hydro,,,,,1925.0,,SEDE,,,,Renewable energy,Hydro,
LEIZARAN,"IBERDROLA RENOVABLES, S.A.",,,Andoain,ES,,Hydro,,,,,1964.0,,SEDE,,,,Renewable energy,Hydro,
LORCHA,"BARBO ENERGIAS RENOVABLES, S.A.",,,Lorcha/Orxa (l),ES,,Hydro,,,,,1926.0,,SEDE,,,,Renewable energy,Hydro,
LOS BATANEJOS,"BARBO ENERGIAS RENOVABLES, S.A.",,,Villalgordo del Jucar,ES,,Hydro,,,,,1931.0,,SEDE,,,,Renewable energy,Hydro,
LOS CANTOS 1,"IBERDROLA GENERACION, S.A.",,,Puebla de Arenoso,ES,2.37,Hydro,,,,,1955.0,,SEDE,,,,Renewable energy,Hydro,
LOS CANTOS 2,"IBERDROLA GENERACION, S.A.",,,Puebla de Arenoso,ES,2.47,Hydro,,,,,1955.0,,SEDE,,,,Renewable energy,Hydro,
LOS DORNAJOS 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Recueja (La),ES,,Hydro,,,,,1921.0,,SEDE,,,,Renewable energy,Hydro,
LOS DORNAJOS 2,"BARBO ENERGIAS RENOVABLES, S.A.",,,Recueja (La),ES,,Hydro,,,,,1921.0,,SEDE,,,,Renewable energy,Hydro,
LOS GAVILANES 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Gavilanes,ES,,Hydro,,,,,1958.0,,SEDE,,,,Renewable energy,Hydro,
LOS GAVILANES 2,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Gavilanes,ES,,Hydro,,,,,1939.0,,SEDE,,,,Renewable energy,Hydro,
LOS NUEVOS 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Sisante,ES,,Hydro,,,,,1954.0,,SEDE,,,,Renewable energy,Hydro,
LOS NUEVOS 2,"BARBO ENERGIAS RENOVABLES, S.A.",,,Sisante,ES,,Hydro,,,,,1954.0,,SEDE,,,,Renewable energy,Hydro,
LOS VILLANUEVAS 1,"IBERDROLA GENERACION, S.A.",,,Olba,ES,,Hydro,,,,,1922.0,,SEDE,,,,Renewable energy,Hydro,
LOS VILLANUEVAS 2,"IBERDROLA GENERACION, S.A.",,,Olba,ES,0.8,Hydro,,,,,1923.0,,SEDE,,,,Renewable energy,Hydro,
LOS VILLANUEVAS 3,"IBERDROLA GENERACION, S.A.",,,Olba,ES,,Hydro,,,,,1943.0,,SEDE,,,,Renewable energy,Hydro,
LOZABIAN,"BARBO ENERGIAS RENOVABLES, S.A.",,,Beintza-Labaien,ES,,Hydro,,,,,1900.0,,SEDE,,,,Renewable energy,Hydro,
LUCAS DE URQUIJO 1,"IBERDROLA GENERACION, S.A.",,,Enguidanos,ES,,Hydro,,,,,1914.0,,SEDE,,,,Renewable energy,Hydro,
LUCAS DE URQUIJO 2,"IBERDROLA GENERACION, S.A.",,,Enguidanos,ES,,Hydro,,,,,1914.0,,SEDE,,,,Renewable energy,Hydro,
LUCAS DE URQUIJO 3,"IBERDROLA GENERACION, S.A.",,,Enguidanos,ES,,Hydro,,,,,1925.0,,SEDE,,,,Renewable energy,Hydro,
LUCAS DE URQUIJO 4,"IBERDROLA GENERACION, S.A.",,,Enguidanos,ES,,Hydro,,,,,1945.0,,SEDE,,,,Renewable energy,Hydro,
LUGAN 1,CONFEDERACION HIDROGRAFICA DEL DUERO,,,Vegaquemada,ES,0.56,Hydro,,,,,1931.0,,SEDE,,,,Renewable energy,Hydro,
LUGAN 2,CONFEDERACION HIDROGRAFICA DEL DUERO,,,Vegaquemada,ES,,Hydro,,,,,1918.0,,SEDE,,,,Renewable energy,Hydro,
MANERU 1,"IBERDROLA RENOVABLES, S.A.",,,Maneru,ES,,Hydro,,,,,1944.0,,SEDE,,,,Renewable energy,Hydro,
MANERU 2,"IBERDROLA RENOVABLES, S.A.",,,Maneru,ES,,Hydro,,,,,1945.0,,SEDE,,,,Renewable energy,Hydro,
MANISES 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Manises,ES,,Hydro,,,,,1961.0,,SEDE,,,,Renewable energy,Hydro,
MANSILLA 1,"IBERDROLA RENOVABLES, S.A.",,,Mansilla de la Sierra,ES,2.69,Hydro,,,,,1969.0,,SEDE,,,,Renewable energy,Hydro,
MANSILLA 2,"IBERDROLA RENOVABLES, S.A.",,,Mansilla de la Sierra,ES,2.6,Hydro,,,,,1969.0,,SEDE,,,,Renewable energy,Hydro,
MENDARAZ 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Errenteria,ES,,Hydro,,,,,1903.0,,SEDE,,,,Renewable energy,Hydro,
MENDARAZ 2,"BARBO ENERGIAS RENOVABLES, S.A.",,,Errenteria,ES,,Hydro,,,,,1903.0,,SEDE,,,,Renewable energy,Hydro,
MILLER 1,"IBERDROLA GENERACION, S.A.",,,Santiago-Pontones,ES,,Hydro,,,,,1957.0,,SEDE,,,,Renewable energy,Hydro,
MILLER 2,"IBERDROLA GENERACION, S.A.",,,Santiago-Pontones,ES,,Hydro,,,,,1957.0,,SEDE,,,,Renewable energy,Hydro,
MILLER 3,"IBERDROLA GENERACION, S.A.",,,Santiago-Pontones,ES,,Hydro,,,,,1960.0,,SEDE,,,,Renewable energy,Hydro,
MONTEFURADO 1,"IBERDROLA GENERACION, S.A.",,,Quiroga,ES,14.71,Hydro,,,,,1954.0,,SEDE,,,,Renewable energy,Hydro,
MONTEFURADO 2,"IBERDROLA GENERACION, S.A.",,,Quiroga,ES,15.01,Hydro,,,,,1956.0,,SEDE,,,,Renewable energy,Hydro,
MONTEFURADO 3,"IBERDROLA GENERACION, S.A.",,,Quiroga,ES,14.57,Hydro,,,,,1957.0,,SEDE,,,,Renewable energy,Hydro,
MORANCHEL 1,"BARBO ENERGIAS RENOVABLES, S.A.",,,Albacete,ES,,Hydro,,,,,1943.0,,SEDE,,,,Renewable energy,Hydro,
MORANCHEL 2,"BARBO ENERGIAS RENOVABLES, S.A.",,,Albacete,ES,1.53,Hydro,,,,,1943.0,,SEDE,,,,Renewable energy,Hydro,
N S DEL AGAVANZAL 1,"IBERDROLA GENERACION, S.A.",,,Calzadilla de Tera,ES,,Hydro,,,,,1995.0,,SEDE,,,,Renewable energy,Hydro,
N S DEL AGAVANZAL 2,"IBERDROLA GENERACION, S.A.",,,Calzadilla de Tera,ES,,Hydro,,,,,1995.0,,SEDE,,,,Renewable energy,Hydro,
N S DEL AGAVANZAL 3,"IBERDROLA GENERACION, S.A.",,,Calzadilla de Tera,ES,,Hydro,,,,,1995.0,,SEDE,,,,Renewable energy,Hydro,
NAJERILLA 1,"IBERDROLA RENOVABLES, S.A.",,,Anguiano,ES,,Hydro,,,,,1985.0,,SEDE,,,,Renewable energy,Hydro,
NAJERILLA 2,"IBERDROLA RENOVABLES, S.A.",,,Anguiano,ES,,Hydro,,,,,1985.0,,SEDE,,,,Renewable energy,Hydro,
OIZ 1,"IBERDROLA RENOVABLES, S.A.",,,Goizueta,ES,,Hydro,,,,,1925.0,,SEDE,,,,Renewable energy,Hydro,
OIZ 2,"IBERDROLA RENOVABLES, S.A.",,,Goizueta,ES,,Hydro,,,,,1925.0,,SEDE,,,,Renewable energy,Hydro,
OJER Y MARCOS,"BARBO ENERGIAS RENOVABLES, S.A.",,,Aberin,ES,,Hydro,,,,,1987.0,,SEDE,,,,Renewable energy,Hydro,
ONDA 1,"IBERDROLA GENERACION, S.A.",,,Onda,ES,,Hydro,,,,,1927.0,,SEDE,,,,Renewable energy,Hydro,
ONDA 2,"IBERDROLA GENERACION, S.A.",,,Onda,ES,,Hydro,,,,,1927.0,,SEDE,,,,Renewable energy,Hydro,
ORONOZ 1,"IBERDROLA RENOVABLES, S.A.",,,Baztan,ES,,Hydro,,,,,1916.0,,SEDE,,,,Renewable energy,Hydro,
ORONOZ 2,"IBERDROLA RENOVABLES, S.A.",,,Baztan,ES,,Hydro,,,,,1916.0,,SEDE,,,,Renewable energy,Hydro,
PANZARES 1,"IBERDROLA RENOVABLES, S.A.",,,Viguera,ES,,Hydro,,,,,1987.0,,SEDE,,,,Renewable energy,Hydro,
PANZARES 2,"IBERDROLA RENOVABLES, S.A.",,,Viguera,ES,,Hydro,,,,,1958.0,,SEDE,,,,Renewable energy,Hydro,
PEDRALBA 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Pedralba,ES,,Hydro,,,,,1924.0,,SEDE,,,,Renewable energy,Hydro,
PEDRALBA 2,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Pedralba,ES,,Hydro,,,,,1927.0,,SEDE,,,,Renewable energy,Hydro,
PENADEGUI 1,"IBERDROLA GENERACION, S.A.",,,Oiartzun,ES,,Hydro,,,,,1985.0,,SEDE,,,,Renewable energy,Hydro,
PESQUERUELA 1,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Simancas,ES,0.74,Hydro,,,,,1983.0,,SEDE,,,,Renewable energy,Hydro,
PESQUERUELA 2,"IBERDROLA RENOVABLES ENERGIA, S.A.",,,Simancas,ES,0.76,Hydro,,,,,1983.0,,SEDE,,,,Renewable energy,Hydro,
PICOAGA 1,"IBERDROLA RENOVABLES, S.A.",,,Hernani,ES,,Hydro,,,,,1912.0,,SEDE,,,,Renewable energy,Hydro,
PICOAGA 2,"IBERDROLA RENOVABLES, S.A.",,,Hernani,ES,,Hydro,,,,,1912.0,,SEDE,,,,Renewable energy,Hydro,
PLAZAKOLA,"BARBO ENERGIAS RENOVABLES, S.A.",,,Markina-Xemein,ES,,Hydro,,,,,1984.0,,SEDE,,,,Renewable energy,Hydro,
PONTENOVO 1,"IBERDROLA GENERACION, S.A.",,,Pobra de Trives (A),ES,12.71,Hydro,,,,,1952.0,,SEDE,,,,Renewable energy,Hydro,
