None,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,lat,lat,lat,lat,lon,lon,lon,lon,File,File,File,File,projectID,projectID,projectID,projectID
1293,Cardano,Cardano,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,121.0,121.0,,,,,,,46.492716,,,,11.333576,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7097],26WIMPI-S04CRDA9,,
1294,Carlentini enel,Carlentini,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,21.76,23.0,,,,,,,37.269548,,,,15.012589,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7140],26WIMPI-B19CCRLU,,
1295,Carlentini trinergy,Carlentini,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,24.65,24.0,,,,,,,37.269548,,,,15.012589,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7141],26WIMPI-C19CCRLM,,
1296,Carluva,Carluva mw,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,12.0,12.0,,,,,,,41.084328,,,,16.078368,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65004],26WIMPI-S16CRLVZ,,
1297,Carona,Carona,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,47.92,48.0,,,,,,,46.02139,,,,9.78285,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7192],26WIMPI-S03CRNAM,,
1298,Cartesar,Cartiera reno medici santa giustina,,,Natural Gas,Natural Gas,,,,,,,CHP,,,,Italy,Italy,,,11.0,10.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7244],26WIMPI-0465591D,,
1299,Cassino,Cassino,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,48.0,48.0,,,,,,,41.48762,,,,13.831513,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7330],26WIMPI-S12CSSND,,
1300,Castel giubileo,Castel giubileo,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,17.01,17.0,,,,,,,41.8947384617,,,,12.4839019775,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7347],26WIMPI-S12CGSTC,,
1301,Castel lucio,Castel lucio,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,22.95,22.0,,,,,,,38.193268,,,,15.54969,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[59189],26WIMPI-S19CDLS5,,
1302,Castel madama,Castel madama,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,9.4,8.0,,,,,,,41.973522,,,,12.868485,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[57728],26WIMPI-S12ACCSE,,
1303,Castelbello,Castelbello,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,60.0,87.0,,,,,,,46.628316,,,,10.906664,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7352],26WIMPI-S04CSTL9,,
1304,Casteldelfino,Casteldelf,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,28.0,28.0,,,,,,,44.58963,,,,7.069818,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65689],26WIMPI-S01CSTD6,,
1305,Castelletto,Castelletto,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,17.0,17.0,,,,,,,45.9694444,,,,12.3588889,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7362],26WIMPI-S05CSTL3,,
1306,Castelmassa,Castelmassa,,,Natural Gas,Natural Gas,,,,,,,PP,,,,Italy,Italy,,,49.5,54.0,,,,,,,45.018479,,,,11.313302,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7376],26WIMPI-S05CSTM1,,
1307,Castelnuovo conza,Castelnuovo conza,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,10.0,10.0,,,,,,,40.820617,,,,15.318754,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[59397],26WIMPI-S15CASTI,,
1308,Castrocucco,Castrocucco,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,83.0,83.0,,,,,,,40.026604,,,,15.774674,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7416],26WIMPI-S18CSTR3,,
1309,Casuzze,Casuzze,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,9.0,8.0,,,,,,,37.997948,,,,13.279745,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7419],26WIMPI-S19CSZZ0,,
1310,Cavilla,Cavilla,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,24.0,24.0,,,,,,,45.919705,,,,11.730896,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7473],26WIMPI-S05CVLLF,,
1311,Cedegolo edison,Cedegolo,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,74.05,130.0,,,,,,,46.076697,,,,10.349562,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7545],26WIMPIMONICA-1D,,
1312,Cedegolo enel,Cedegolo,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,13.0,14.0,,,,,,,46.076697,,,,10.349562,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7546],26WIMPI-S03CDGL3,,
1313,Celano sadam,Celano,,,Natural Gas,Natural Gas,,,,,,,CHP,,,,Italy,Italy,,,180.0,175.0,,,,,,,42.045833,,,,13.5475,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7561],26WIMPI-S13SCNDQ,,
1314,Cencenighe,Cencenighe,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,27.0,27.0,,,,,,,46.343118,,,,11.973394,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[64158],26WIMPI-S05CNCNX,,
1315,Centro citta,Coge. centro citta',,,Natural Gas,Natural Gas,,,,,,,CHP,,,,Italy,Italy,,,11.575,11.0,,,,,,,45.434186,,,,10.997788,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7647],26WIMPI-S05CCCL7,,
1316,Ceprano,Ceprano,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,14.0,10.0,,,,,,,41.5457175128,,,,13.5147285461,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65559],26WIMPI-S12CPRE9,,
1317,Cernavoda,Npp cernavoda,,,Nuclear,Nuclear,,,,,,,PP,PP,,,Romania,Romania,,,1440.0,1298.0,,,,,,,44.3222222222,,,,28.0572222222,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[7712],30W-CERNAVODA--E,,
1318,Champagne cva,Champagne,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,38.49,29.0,,,,,,,45.701758,,,,7.2079,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[63169, 63168]",26WIMPI-S02CHMGM,,
1319,Chatillon cva,Chatillon,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,29.0,29.0,,,,,,,45.751663,,,,7.617507,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[63170],26WIMPI-S02CHTLS,,
1320,Chavonne,Chavonne,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,29.0,30.0,,,,,,,45.701758,,,,7.2079,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[63171],26WIMPI-S02CHVNI,,
1321,Chiapponi,Serra chiapponi,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,10.2,10.0,,,,,,,41.497124,,,,14.353824,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65651],26WIMPI-S14SCRRH,,
1322,Chiavenna,Chiavenna,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,60.45,60.0,,,,,,,46.307194,,,,9.395236,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[8252],26WIMPI-S03CCHVL,,
1323,Chievo,Chievo,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,30.0,29.0,,,,,,,45.45,,,,10.9333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[8331],26WIMPI-S05CHVIA,,
1324,Chievolis,Chievolis,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,20.52,20.0,,,,,,,46.3111111,,,,12.7891667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[8332],26WIMPI-S06CHVLZ,,
1325,Chiomonte susa,Susa,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,11.2,11.0,,,,,,,45.137543,,,,7.054607,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[8418],26WIMPI-S01SASMK,,
1326,Chirico,Chirico,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,22.0,22.0,,,,,,,41.372427,,,,15.096142,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[39100],26WIMPI-C16FERT1,,
1327,Cimego,Cimego,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,229.1,230.0,,,,,,,45.942196,,,,10.640271,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[65822, 8707]",26WIMPI-S04CMGI4,,
1328,Cimena,Cimena,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,22.8,21.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[8708],26WIMPI-S01CMNI1,,
1329,Ciorlano,Dotto ciorlano,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,20.0,20.0,,,,,,,41.450221,,,,14.15832,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[61964],26WIMPI-S15CLCL1,,
1330,Ciponte,Ciponte mw,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,10.0,10.0,,,,,,,41.084328,,,,16.078368,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65005],26WIMPI-S16CPNIQ,,
1331,Cividate,Cividate,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,61.5,38.0,,,,,,,45.942493,,,,10.277462,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[8760],26WIMPI-S03ECDVN,,
1332,Cocullo,Cocullo,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,31.45,31.0,,,,,,,42.032831,,,,13.775004,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[8966],26WIMPI-S13PECR1,,
1333,Coghinas,Coghinas,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,22.7,22.0,,,,,,,40.719766,,,,9.101024,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[8989],26WIMPI-S20CGHNP,,
1334,Cogolo,Cogolo,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,87.3,98.0,,,,,,,46.362907,,,,10.672964,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[8991, 8990]",26WIMPI-S04CGLO1,,
1335,Cologno monzese,Cologno monzese,,,Natural Gas,Natural Gas,,,,,,,PP,,,,Italy,Italy,,,50.0,53.0,,,,,,,45.5300420926,,,,9.27795410156,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[9081],26WIMPI-S03SCNLH,,
1336,Commuanza,Comunanza,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,8.5,8.0,,,,,,,42.957348,,,,13.412282,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65662],26WIMPI-S11CMNNL,,
1337,Comunacqua,Comunacqua,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,8.5,8.0,,,,,,,41.863023,,,,13.250095,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[9175],26WIMPI-S12CMNC0,,
1338,Contrasto,Contrasto c.le,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,35.0,35.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[9275],26WIMPI-S19CCNT1,,
1339,Cordenons,Cordenons,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,13.56,11.0,,,,,,,45.9897222,,,,12.7019444,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[9346],26WIMPI-S06CRDN8,,
1340,Corenno,Corenno,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,15.0,15.0,,,,,,,46.075987,,,,9.304638,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65583],26WIMPI-S03CRNOV,,
1341,Corfino,Corfino,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,15.0,15.0,,,,,,,44.13195,,,,10.410998,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[9357],26WIMPI-S09CRFNL,,
1342,Cornia,Cornia,,,Geothermal,Geothermal,,,,,,,PP,PP,,,Italy,Italy,,,32.8,17.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[9395],26WIMPI-S09C2RNB,,
1343,Cortes muela,Muela,,,Hydro,Hydro,,,,,,,PP,PP,,,Spain,Spain,,,920.0,633.9,,,,,,,39.25,,,,-0.9333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[9449],18WMUEL-12345-03,,
1344,Coscile,Coscile,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,14.5,10.0,,,,,,,39.814953,,,,16.1877855,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[65522, 65521]",26WIMPI-S18C1SCX,,
1345,Covalou,Covalou,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,39.0,41.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[63172],26WIMPI-S02CVLOR,,
1346,Crego,Crego,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,39.34,39.0,,,,,,,46.210781,,,,8.320614,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65693],26WIMPI-S01CRGEA,,
1347,Creva,Creva,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,11.0,11.0,,,,,,,46.0018507572,,,,8.7451171875,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65584],26WIMPI-S03CRVER,,
1348,Cucchinadorza,Cucchinadorza,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,41.6,41.0,,,,,,,40.095654,,,,9.162334,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65748],26WIMPI-C20TLRA7,,
1349,Cuneo michelin,Cogenerazione elyo presso michelin cuneo,,,Natural Gas,Natural Gas,,,,,,,PP,,,,Italy,Italy,,,54.2,48.0,,,,,,,44.44111111,,,,7.568333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[9847],26WIMPI-S01CEGN7,,
1350,Curon,Curon,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,12.5,13.0,,,,,,,46.808317,,,,10.542652,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[9863],26WIMPI-S04CMRNZ,,
1351,Czechnica,Czechnica,,,Hard Coal,Coal,,,,,,,CHP,,,,Poland,Poland,,,132.0,100.0,,,,,,,51.038055,,,,17.150278,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[9935],19W000000000040I,,
1352,Daja,Daja,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,25.2,31.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[10054],50WP00000000099R,,
1353,Dale,Dale,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,142.54,171.2,,,,,,,60.4833333,,,,5.7333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[10087, 10088]",50WP00000000100V,,
1354,Dale tussa,Dalen,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Norway,Norway,,,5.2,5.5,,,,,,,62.0666667,,,,5.95,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[10089],50WP00000000105L,,
1355,Dalmine,Rea dalmine,,,Waste,Waste,,,,,,,PP,,,,Italy,Italy,,,15.6,15.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[62492],26WIMPI-S03RDLMM,,
1356,Darfo,Darfo,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,11.3,9.0,,,,,,,45.893791,,,,10.185661,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[10224],26WIMPI-S03UDTRA,,
1357,Della difesa,Monte della difesa,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,28.9,28.0,,,,,,,41.9337633434,,,,12.5113677979,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[59249],26WIMPI-S15MDDND,,
1358,Dividalen,Dividalen,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,25.7,30.0,,,,,,,68.9333333,,,,19.5166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[10910],50WP00000000110S,,
1359,Djupdal,Djupdal,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Norway,Norway,,,14.0,17.0,,,,,,,59.98431,,,,9.29644,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[10940],50WP00000000111Q,,
1360,Dokka,Dokka kr,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,44.6,50.0,,,,,,,60.84001,,,,10.0618,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[11011],50WP00000000113M,,
1361,Dossi,Dossi,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,43.4,43.0,,,,,,,46.034193,,,,10.005855,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65586],26WIMPI-S03DSSO7,,
1362,Dovikfoss,Dovikfoss,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Norway,Norway,,,14.7,17.0,,,,,,,59.9333333,,,,10.0,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[11244],50WP00000000122L,,
1363,Driva,Driva,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,150.0,160.0,,,,,,,64.1666667,,,,10.5166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[11317],50WP00000000118C,,
1364,Duge,Duge,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,200.0,200.0,,,,,,,58.2666667,,,,7.0166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[11417],50WP00000000119A,,
1365,Duino,Duino,,,Natural Gas,Natural Gas,,,,,,,CHP,,,,Italy,Italy,,,164.81,120.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[45462],26WIMPI-S06SDDT9,,
1366,Durra,Monte durra',,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,25.5,25.0,,,,,,,37.107138,,,,13.946069,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[11535],26WIMPI-S19MDENN,,
1367,Dynjanfoss,Dynjanfoss,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,33.0,39.0,,,,,,,59.1666667,,,,8.5,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[11583],50WP00000000121N,,
1368,Edessaios,Edessaios,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Greece,Greece,,,19.0,19.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[11791],29WYISEDESSAIOUM,,
1369,Eid,Eid,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,10.0,10.6,,,,,,,60.6166667,,,,10.5,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[59032],50WP00000000123J,,
